Input,Approved name
MFSD12,major facilitator superfamily domain containing 12
VIPR2,vasoactive intestinal peptide receptor 2
MED31,mediator complex subunit 31
LCP1,lymphocyte cytosolic protein 1
KRT86,keratin 86
PTN,pleiotrophin
STXBP3,syntaxin binding protein 3
CCDC88A,coiled-coil domain containing 88A
MAP3K5,mitogen-activated protein kinase kinase kinase 5
CMTM8,CKLF like MARVEL transmembrane domain containing 8
PPFIA2,PTPRF interacting protein alpha 2
MED10,mediator complex subunit 10
CLEC4G,C-type lectin domain family 4 member G
MFAP4,microfibril associated protein 4
LRRK2,leucine rich repeat kinase 2
NCAPG2,non-SMC condensin II complex subunit G2
POLG2,"DNA polymerase gamma 2, accessory subunit"
UGP2,UDP-glucose pyrophosphorylase 2
SH2D3A,SH2 domain containing 3A
DEGS1,"delta 4-desaturase, sphingolipid 1"
ADAM5,ADAM metallopeptidase domain 5 (pseudogene)
SKOR2,SKI family transcriptional corepressor 2
BEX3,brain expressed X-linked 3
TTBK2,tau tubulin kinase 2
RBM48,RNA binding motif protein 48
SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha
MIR18A,microRNA 18a
DMBT1,deleted in malignant brain tumors 1
DEAF1,DEAF1 transcription factor
TMEM161A,transmembrane protein 161A
NRAS,"NRAS proto-oncogene, GTPase"
UPF3A,UPF3A regulator of nonsense mediated mRNA decay
SH2D1B,SH2 domain containing 1B
APC,APC regulator of WNT signaling pathway
ATP1B3,ATPase Na+/K+ transporting subunit beta 3
CAPN7,calpain 7
TTC9C,tetratricopeptide repeat domain 9C
TAZ,tafazzin
L3MBTL1,L3MBTL histone methyl-lysine binding protein 1
MKI67,marker of proliferation Ki-67
WIPI2,"WD repeat domain, phosphoinositide interacting 2"
PRPF31,pre-mRNA processing factor 31
CAMSAP2,calmodulin regulated spectrin associated protein family member 2
MAP2K5,mitogen-activated protein kinase kinase 5
IGHG3,immunoglobulin heavy constant gamma 3 (G3m marker)
MEF2A,myocyte enhancer factor 2A
GORASP2,golgi reassembly stacking protein 2
CDON,"cell adhesion associated, oncogene regulated"
NCK1,NCK adaptor protein 1
SH2D4A,SH2 domain containing 4A
SCRIB,scribble planar cell polarity protein
CBX4,chromobox 4
HNRNPF,heterogeneous nuclear ribonucleoprotein F
TFCP2,transcription factor CP2
RAP1A,"RAP1A, member of RAS oncogene family"
MELK,maternal embryonic leucine zipper kinase
TSC22D1,TSC22 domain family member 1
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
SEMA4F,ssemaphorin 4F
ACACB,acetyl-CoA carboxylase beta
MYLK,myosin light chain kinase
MIR1-1,microRNA 1-1
CBX3,chromobox 3
BAG1,BAG cochaperone 1
XPNPEP3,X-prolyl aminopeptidase 3
CCNB1,cyclin B1
CFHR1,complement factor H related 1
CHMP4A,charged multivesicular body protein 4A
ACTBL2,actin beta like 2
ZNF619,zinc finger protein 619
NANP,N-acetylneuraminic acid phosphatase
VRK2,VRK serine/threonine kinase 2
UPF2,UPF2 regulator of nonsense mediated mRNA decay
CARD11,caspase recruitment domain family member 11
USP14,ubiquitin specific peptidase 14
PSMC5,"proteasome 26S subunit, ATPase 5"
ATF6B,activating transcription factor 6 beta
TXNRD1,thioredoxin reductase 1
MRPL43,mitochondrial ribosomal protein L43
NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit"
IGBP1,immunoglobulin binding protein 1
TNPO3,transportin 3
PNKP,polynucleotide kinase 3'-phosphatase
ERBB3,erb-b2 receptor tyrosine kinase 3
RBM7,RNA binding motif protein 7
RTN4,reticulon 4
PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
TSTA3,tissue specific transplantation antigen P35B
TMPRSS2,transmembrane serine protease 2
FOXM1,forkhead box M1
MYBPC2,myosin binding protein C2
TUBB2A,tubulin beta 2A class IIa
BIRC5,baculoviral IAP repeat containing 5
DCN,decorin
EIF3B,eukaryotic translation initiation factor 3 subunit B
EEF1A1,eukaryotic translation elongation factor 1 alpha 1
NFATC3,nuclear factor of activated T cells 3
SLC25A10,solute carrier family 25 member 10
TPM1,tropomyosin 1
CRYAB,crystallin alpha B
GSN,gelsolin
DDX1,DEAD-box helicase 1
PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1
SLA,Src like adaptor
VAMP2,vesicle associated membrane protein 2
ATG12,autophagy related 12
SMPD3,sphingomyelin phosphodiesterase 3
HMGN1,high mobility group nucleosome binding domain 1
USP31,ubiquitin specific peptidase 31
RYR1,ryanodine receptor 1
UTP3,UTP3 small subunit processome component
TCTN2,tectonic family member 2
TUBA8,tubulin alpha 8
UBR5,ubiquitin protein ligase E3 component n-recognin 5
DNAAF2,dynein axonemal assembly factor 2
NFYC,nuclear transcription factor Y subunit gamma
HDAC7,histone deacetylase 7
MLLT3,MLLT3 super elongation complex subunit
TNFRSF10D,TNF receptor superfamily member 10d
ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
USP30,ubiquitin specific peptidase 30
GSPT1,G1 to S phase transition 1
ZWINT,ZW10 interacting kinetochore protein
OSBP2,oxysterol binding protein 2
ZNF365,zinc finger protein 365
SNW1,SNW domain containing 1
SOX6,SRY-box transcription factor 6
TUFM,"Tu translation elongation factor, mitochondrial"
IL23A,interleukin 23 subunit alpha
RBBP8,"RB binding protein 8, endonuclease"
MIR214,microRNA 214
ARL3,ADP ribosylation factor like GTPase 3
KRT18,keratin 18
TFAP4,transcription factor AP-4
IL1R2,interleukin 1 receptor type 2
GNAI1,G protein subunit alpha i1
LRP8,LDL receptor related protein 8
NID2,nidogen 2
ROBO4,roundabout guidance receptor 4
SRSF7,serine and arginine rich splicing factor 7
RPL29P11,ribosomal protein L29 pseudogene 11
PSMD13,"proteasome 26S subunit, non-ATPase 13"
UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
CAMK2G,calcium/calmodulin dependent protein kinase II gamma
SPRTN,SprT-like N-terminal domain
RMDN3,regulator of microtubule dynamics 3
PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
MAP2K6,mitogen-activated protein kinase kinase 6
MVP,major vault protein
RPS28,ribosomal protein S28
ESYT2,extended synaptotagmin 2
DYSF,dysferlin
G3BP1,G3BP stress granule assembly factor 1
ATF2,activating transcription factor 2
DYNLL1,dynein light chain LC8-type 1
UBE2V1,ubiquitin conjugating enzyme E2 V1
RNF39,ring finger protein 39
FOLR1,folate receptor alpha
ITGB4,integrin subunit beta 4
CDC73,cell division cycle 73
NRF1,nuclear respiratory factor 1
SNX1,sorting nexin 1
TTLL12,tubulin tyrosine ligase like 12
ZNF346,zinc finger protein 346
ABCF1,ATP binding cassette subfamily F member 1
NKAP,NFKB activating protein
EXOSC3,exosome component 3
TUBB2B,tubulin beta 2B class IIb
IPO13,importin 13
PRKDC,"protein kinase, DNA-activated, catalytic subunit"
SNAP23,synaptosome associated protein 23
CDH16,cadherin 16
HIF1A,hypoxia inducible factor 1 subunit alpha
PTPN12,protein tyrosine phosphatase non-receptor type 12
PYCARD,PYD and CARD domain containing
SGCA,sarcoglycan alpha
RER1,retention in endoplasmic reticulum sorting receptor 1
ZNF263,zinc finger protein 263
FBXO4,F-box protein 4
ZNF646,zinc finger protein 646
E4F1,E4F transcription factor 1
CASZ1,castor zinc finger 1
ZNF148,zinc finger protein 148
SAR1A,secretion associated Ras related GTPase 1A
VCAM1,vascular cell adhesion molecule 1
MED20,mediator complex subunit 20
PCNX1,pecanex 1
PIMREG,PICALM interacting mitotic regulator
ARHGEF1,Rho guanine nucleotide exchange factor 1
DEFA1B,defensin alpha 1B
TRMT2A,tRNA methyltransferase 2 homolog A
EIF3D,eukaryotic translation initiation factor 3 subunit D
KRTAP16-1,keratin associated protein 16-1
NLRC4,NLR family CARD domain containing 4
ABCB8,ATP binding cassette subfamily B member 8
PPP2R1B,protein phosphatase 2 scaffold subunit Abeta
DBNL,drebrin like
DNMT3L,DNA methyltransferase 3 like
SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
NEFM,neurofilament medium
EWSR1,EWS RNA binding protein 1
TMEM17,transmembrane protein 17
AHSA1,activator of HSP90 ATPase activity 1
WWC1,WW and C2 domain containing 1
HSP90AA1,heat shock protein 90 alpha family class A member 1
MED18,mediator complex subunit 18
PSMB5,proteasome 20S subunit beta 5
PDCD10,programmed cell death 10
SLC39A7,solute carrier family 39 member 7
SLAMF7,SLAM family member 7
GMNN,geminin DNA replication inhibitor
EXOSC8,exosome component 8
TRIML2,tripartite motif family like 2
TUBB,tubulin beta class I
CTNND2,catenin delta 2
RARG,retinoic acid receptor gamma
NUDT21,nudix hydrolase 21
RPS6KB2,ribosomal protein S6 kinase B2
CISD2,CDGSH iron sulfur domain 2
BNIP3,BCL2 interacting protein 3
N4BP1,NEDD4 binding protein 1
SS18L1,SS18L1 subunit of BAF chromatin remodeling complex
DISC1,DISC1 scaffold protein
GRB7,growth factor receptor bound protein 7
CPSF6,cleavage and polyadenylation specific factor 6
PSIP1,PC4 and SFRS1 interacting protein 1
COX15,cytochrome c oxidase assembly homolog COX15
SPESP1,sperm equatorial segment protein 1
PSMD7,"proteasome 26S subunit, non-ATPase 7"
EML4,EMAP like 4
KCTD3,potassium channel tetramerization domain containing 3
KRTAP10-5,keratin associated protein 10-5
COPS5,COP9 signalosome subunit 5
VAT1,vesicle amine transport 1
MAP3K14,mitogen-activated protein kinase kinase kinase 14
ARID5A,AT-rich interaction domain 5A
CCR4,C-C motif chemokine receptor 4
DDX6,DEAD-box helicase 6
NAP1L1,nucleosome assembly protein 1 like 1
GIGYF1,GRB10 interacting GYF protein 1
ATP1A3,ATPase Na+/K+ transporting subunit alpha 3
S100A9,S100 calcium binding protein A9
ADD1,adducin 1
BICD2,BICD cargo adaptor 2
TP53BP1,tumor protein p53 binding protein 1
PAK1,p21 (RAC1) activated kinase 1
SCFD1,sec1 family domain containing 1
LPA,lipoprotein(a)
G6PC3,glucose-6-phosphatase catalytic subunit 3
BRCC3,BRCA1/BRCA2-containing complex subunit 3
KLK1,kallikrein 1
STX2,syntaxin 2
IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon
ZGRF1,zinc finger GRF-type containing 1
WNT3A,Wnt family member 3A
OR2F2,olfactory receptor family 2 subfamily F member 2
CYLC2,cylicin 2
SLC7A2,solute carrier family 7 member 2
NUP107,nucleoporin 107
PLK1,polo like kinase 1
SNRPN,small nuclear ribonucleoprotein polypeptide N
ZBTB43,zinc finger and BTB domain containing 43
ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
CTDSPL,CTD small phosphatase like
RRAS2,RAS related 2
GPC1,glypican 1
SYVN1,synoviolin 1
TRIM3,tripartite motif containing 3
ZNF385A,zinc finger protein 385A
PICK1,protein interacting with PRKCA 1
TADA2A,transcriptional adaptor 2A
PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"
QKI,"QKI, KH domain containing RNA binding"
PIAS2,protein inhibitor of activated STAT 2
GCLM,glutamate-cysteine ligase modifier subunit
PSMD5,"proteasome 26S subunit, non-ATPase 5"
ERP44,endoplasmic reticulum protein 44
RPL21,ribosomal protein L21
ESYT1,extended synaptotagmin 1
DLAT,dihydrolipoamide S-acetyltransferase
HIPK2,homeodomain interacting protein kinase 2
CSNK2B,casein kinase 2 beta
RNF10,ring finger protein 10
SAE1,SUMO1 activating enzyme subunit 1
EPAS1,endothelial PAS domain protein 1
THOC1,THO complex 1
TIA1,TIA1 cytotoxic granule associated RNA binding protein
CHMP1A,charged multivesicular body protein 1A
IQCJ-SCHIP1,IQCJ-SCHIP1 readthrough
PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component"
RIPK2,receptor interacting serine/threonine kinase 2
SPN,sialophorin
MCPH1,microcephalin 1
CTDP1,CTD phosphatase subunit 1
JARID2,jumonji and AT-rich interaction domain containing 2
C1QBP,complement C1q binding protein
YIPF3,Yip1 domain family member 3
PTPN3,protein tyrosine phosphatase non-receptor type 3
WTAP,WT1 associated protein
LIN37,lin-37 DREAM MuvB core complex component
ZMYND11,zinc finger MYND-type containing 11
MIR16-2,microRNA 16-2
MAPK7,mitogen-activated protein kinase 7
CCT8,chaperonin containing TCP1 subunit 8
ATG101,autophagy related 101
PCGF1,polycomb group ring finger 1
EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
SIPA1,signal-induced proliferation-associated 1
CXCL13,C-X-C motif chemokine ligand 13
TFIP11,tuftelin interacting protein 11
A2ML1,alpha-2-macroglobulin like 1
TMEM64,transmembrane protein 64
WBP11,WW domain binding protein 11
DNM2,dynamin 2
KDM1A,lysine demethylase 1A
DAO,D-amino acid oxidase
TARDBP,TAR DNA binding protein
AJAP1,adherens junctions associated protein 1
BRD8,bromodomain containing 8
MCM8,minichromosome maintenance 8 homologous recombination repair factor
LANCL2,LanC like 2
LUC7L,LUC7 like
TBC1D31,TBC1 domain family member 31
STOM,stomatin
AP2A2,adaptor related protein complex 2 subunit alpha 2
METTL3,methyltransferase like 3
GZMM,granzyme M
RPL9P8,ribosomal protein L9 pseudogene 8
MRPL41,mitochondrial ribosomal protein L41
SRSF10,serine and arginine rich splicing factor 10
AIM2,absent in melanoma 2
CHAF1A,chromatin assembly factor 1 subunit A
PLCG2,phospholipase C gamma 2
NGFR,nerve growth factor receptor
LIG3,DNA ligase 3
VEGFA,vascular endothelial growth factor A
GLIS2,GLIS family zinc finger 2
ZNF687,zinc finger protein 687
NELFCD,negative elongation factor complex member C/D
CKMT1A,"creatine kinase, mitochondrial 1A"
ACOX1,acyl-CoA oxidase 1
AKT1,AKT serine/threonine kinase 1
FYN,"FYN proto-oncogene, Src family tyrosine kinase"
PPIF,peptidylprolyl isomerase F
TADA1,transcriptional adaptor 1
NEUROG2,neurogenin 2
GBA,glucosylceramidase beta
PAK4,p21 (RAC1) activated kinase 4
RUFY1,RUN and FYVE domain containing 1
PAXIP1,PAX interacting protein 1
ZNF131,zinc finger protein 131
DPEP3,dipeptidase 3
EYA2,EYA transcriptional coactivator and phosphatase 2
CD99,CD99 molecule (Xg blood group)
ZBTB7B,zinc finger and BTB domain containing 7B
TMEM200A,transmembrane protein 200A
BZW2,basic leucine zipper and W2 domains 2
HPR,haptoglobin-related protein
RALGDS,ral guanine nucleotide dissociation stimulator
TGM1,transglutaminase 1
ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
TRIB2,tribbles pseudokinase 2
MAPK1,mitogen-activated protein kinase 1
LEF1,lymphoid enhancer binding factor 1
AAMP,angio associated migratory cell protein
TWNK,twinkle mtDNA helicase
ERLIN2,ER lipid raft associated 2
ATP6V0A1,ATPase H+ transporting V0 subunit a1
MIR31,microRNA 31
DHCR7,7-dehydrocholesterol reductase
COPS7A,COP9 signalosome subunit 7A
MAPK9,mitogen-activated protein kinase 9
STK11,serine/threonine kinase 11
LMLN,leishmanolysin like peptidase
TAGLN2,transgelin 2
SERPINA4,serpin family A member 4
UBE2E3,ubiquitin conjugating enzyme E2 E3
IFT57,intraflagellar transport 57
HMGN2,high mobility group nucleosomal binding domain 2
ETS1,"ETS proto-oncogene 1, transcription factor"
ADAM12,ADAM metallopeptidase domain 12
MCM2,minichromosome maintenance complex component 2
EIPR1,EARP complex and GARP complex interacting protein 1
AKAP12,A-kinase anchoring protein 12
PSMD10,"proteasome 26S subunit, non-ATPase 10"
GSDME,gasdermin E
SDHB,succinate dehydrogenase complex iron sulfur subunit B
WDR61,WD repeat domain 61
FBXO25,F-box protein 25
NR4A2,nuclear receptor subfamily 4 group A member 2
MLF1,myeloid leukemia factor 1
SLC7A11,solute carrier family 7 member 11
SNRPG,small nuclear ribonucleoprotein polypeptide G
MRPL10,mitochondrial ribosomal protein L10
MYO18A,myosin XVIIIA
ALDOA,"aldolase, fructose-bisphosphate A"
GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
EIF4A1,eukaryotic translation initiation factor 4A1
IGLL5,immunoglobulin lambda like polypeptide 5
RNF220,ring finger protein 220
ZNF398,zinc finger protein 398
VAMP8,vesicle associated membrane protein 8
HK1,hexokinase 1
THRSP,thyroid hormone responsive
HRNR,hornerin
RIOK2,RIO kinase 2
ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A
RPS16,ribosomal protein S16
MLXIPL,MLX interacting protein like
MSL2,MSL complex subunit 2
ZNF598,zinc finger protein 598
SRSF1,serine and arginine rich splicing factor 1
MAPKAPK3,MAPK activated protein kinase 3
CCNT1,cyclin T1
ALAS1,5'-aminolevulinate synthase 1
ISOC2,isochorismatase domain containing 2
SHANK2,SH3 and multiple ankyrin repeat domains 2
MTA3,metastasis associated 1 family member 3
PTBP1,polypyrimidine tract binding protein 1
CEP55,centrosomal protein 55
DRD3,dopamine receptor D3
EIF3A,eukaryotic translation initiation factor 3 subunit A
MUC16,"mucin 16, cell surface associated"
FAM83C,family with sequence similarity 83 member C
AP3M1,adaptor related protein complex 3 subunit mu 1
PACSIN3,protein kinase C and casein kinase substrate in neurons 3
SMN1,"survival of motor neuron 1, telomeric"
BCAR1,"BCAR1 scaffold protein, Cas family member"
COPS3,COP9 signalosome subunit 3
RPS6KA5,ribosomal protein S6 kinase A5
SHARPIN,SHANK associated RH domain interactor
FAM9B,family with sequence similarity 9 member B
MAN1B1,mannosidase alpha class 1B member 1
PRDX3,peroxiredoxin 3
CTSS,cathepsin S
TXNDC11,thioredoxin domain containing 11
ALCAM,activated leukocyte cell adhesion molecule
UBE3C,ubiquitin protein ligase E3C
GAB1,GRB2 associated binding protein 1
MIR222,microRNA 222
RPS24,ribosomal protein S24
PRKCE,protein kinase C epsilon
SRF,serum response factor
ARHGAP1,Rho GTPase activating protein 1
ARID1B,AT-rich interaction domain 1B
YTHDC2,YTH domain containing 2
NIPBL,NIPBL cohesin loading factor
NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
PHF1,PHD finger protein 1
GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
DAPK3,death associated protein kinase 3
HEMGN,hemogen
USP34,ubiquitin specific peptidase 34
PDPN,podoplanin
MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
RBMX,RNA binding motif protein X-linked
KPNA6,karyopherin subunit alpha 6
NSD3,nuclear receptor binding SET domain protein 3
ITGB3BP,integrin subunit beta 3 binding protein
IL2RB,interleukin 2 receptor subunit beta
AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2
GFPT2,glutamine-fructose-6-phosphate transaminase 2
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
RAB4A,"RAB4A, member RAS oncogene family"
TRIM63,tripartite motif containing 63
PTTG1,"PTTG1 regulator of sister chromatid separation, securin"
RINT1,RAD50 interactor 1
ZBTB17,zinc finger and BTB domain containing 17
ABI1,abl interactor 1
MED8,mediator complex subunit 8
SSX2,SSX family member 2
CTSD,cathepsin D
ARFGAP2,ADP ribosylation factor GTPase activating protein 2
SORBS1,sorbin and SH3 domain containing 1
RBBP6,"RB binding protein 6, ubiquitin ligase"
DLC1,DLC1 Rho GTPase activating protein
OCRL,OCRL inositol polyphosphate-5-phosphatase
ZNF423,zinc finger protein 423
DAB1,DAB adaptor protein 1
EGF,epidermal growth factor
KSR1,kinase suppressor of ras 1
MRPS2,mitochondrial ribosomal protein S2
TEKT2,tektin 2
EIF2A,eukaryotic translation initiation factor 2A
VTN,vitronectin
ODF2,outer dense fiber of sperm tails 2
